timestamps population node_ids
1062000 'tone' 0
1062050 'tone' 0
1062100 'tone' 0
1062150 'tone' 0
1062200 'tone' 0
1062250 'tone' 0
1062300 'tone' 0
1062350 'tone' 0
1062400 'tone' 0
1062450 'tone' 0
1062500 'tone' 0
1066000 'tone' 0
1066050 'tone' 0
1066100 'tone' 0
1066150 'tone' 0
1066200 'tone' 0
1066250 'tone' 0
1066300 'tone' 0
1066350 'tone' 0
1066400 'tone' 0
1066450 'tone' 0
1066500 'tone' 0
1070000 'tone' 0
1070050 'tone' 0
1070100 'tone' 0
1070150 'tone' 0
1070200 'tone' 0
1070250 'tone' 0
1070300 'tone' 0
1070350 'tone' 0
1070400 'tone' 0
1070450 'tone' 0
1070500 'tone' 0
1074000 'tone' 0
1074050 'tone' 0
1074100 'tone' 0
1074150 'tone' 0
1074200 'tone' 0
1074250 'tone' 0
1074300 'tone' 0
1074350 'tone' 0
1074400 'tone' 0
1074450 'tone' 0
1074500 'tone' 0
1078000 'tone' 0
1078050 'tone' 0
1078100 'tone' 0
1078150 'tone' 0
1078200 'tone' 0
1078250 'tone' 0
1078300 'tone' 0
1078350 'tone' 0
1078400 'tone' 0
1078450 'tone' 0
1078500 'tone' 0
1082000 'tone' 0
1082050 'tone' 0
1082100 'tone' 0
1082150 'tone' 0
1082200 'tone' 0
1082250 'tone' 0
1082300 'tone' 0
1082350 'tone' 0
1082400 'tone' 0
1082450 'tone' 0
1082500 'tone' 0
1086000 'tone' 0
1086050 'tone' 0
1086100 'tone' 0
1086150 'tone' 0
1086200 'tone' 0
1086250 'tone' 0
1086300 'tone' 0
1086350 'tone' 0
1086400 'tone' 0
1086450 'tone' 0
1086500 'tone' 0
1090000 'tone' 0
1090050 'tone' 0
1090100 'tone' 0
1090150 'tone' 0
1090200 'tone' 0
1090250 'tone' 0
1090300 'tone' 0
1090350 'tone' 0
1090400 'tone' 0
1090450 'tone' 0
1090500 'tone' 0
1094000 'tone' 0
1094050 'tone' 0
1094100 'tone' 0
1094150 'tone' 0
1094200 'tone' 0
1094250 'tone' 0
1094300 'tone' 0
1094350 'tone' 0
1094400 'tone' 0
1094450 'tone' 0
1094500 'tone' 0
1098000 'tone' 0
1098050 'tone' 0
1098100 'tone' 0
1098150 'tone' 0
1098200 'tone' 0
1098250 'tone' 0
1098300 'tone' 0
1098350 'tone' 0
1098400 'tone' 0
1098450 'tone' 0
1098500 'tone' 0
1102000 'tone' 0
1102050 'tone' 0
1102100 'tone' 0
1102150 'tone' 0
1102200 'tone' 0
1102250 'tone' 0
1102300 'tone' 0
1102350 'tone' 0
1102400 'tone' 0
1102450 'tone' 0
1102500 'tone' 0
1106000 'tone' 0
1106050 'tone' 0
1106100 'tone' 0
1106150 'tone' 0
1106200 'tone' 0
1106250 'tone' 0
1106300 'tone' 0
1106350 'tone' 0
1106400 'tone' 0
1106450 'tone' 0
1106500 'tone' 0
1110000 'tone' 0
1110050 'tone' 0
1110100 'tone' 0
1110150 'tone' 0
1110200 'tone' 0
1110250 'tone' 0
1110300 'tone' 0
1110350 'tone' 0
1110400 'tone' 0
1110450 'tone' 0
1110500 'tone' 0
1114000 'tone' 0
1114050 'tone' 0
1114100 'tone' 0
1114150 'tone' 0
1114200 'tone' 0
1114250 'tone' 0
1114300 'tone' 0
1114350 'tone' 0
1114400 'tone' 0
1114450 'tone' 0
1114500 'tone' 0
1118000 'tone' 0
1118050 'tone' 0
1118100 'tone' 0
1118150 'tone' 0
1118200 'tone' 0
1118250 'tone' 0
1118300 'tone' 0
1118350 'tone' 0
1118400 'tone' 0
1118450 'tone' 0
1118500 'tone' 0
1122000 'tone' 0
1122050 'tone' 0
1122100 'tone' 0
1122150 'tone' 0
1122200 'tone' 0
1122250 'tone' 0
1122300 'tone' 0
1122350 'tone' 0
1122400 'tone' 0
1122450 'tone' 0
1122500 'tone' 0
1126000 'tone' 0
1126050 'tone' 0
1126100 'tone' 0
1126150 'tone' 0
1126200 'tone' 0
1126250 'tone' 0
1126300 'tone' 0
1126350 'tone' 0
1126400 'tone' 0
1126450 'tone' 0
1126500 'tone' 0
1130000 'tone' 0
1130050 'tone' 0
1130100 'tone' 0
1130150 'tone' 0
1130200 'tone' 0
1130250 'tone' 0
1130300 'tone' 0
1130350 'tone' 0
1130400 'tone' 0
1130450 'tone' 0
1130500 'tone' 0
1134000 'tone' 0
1134050 'tone' 0
1134100 'tone' 0
1134150 'tone' 0
1134200 'tone' 0
1134250 'tone' 0
1134300 'tone' 0
1134350 'tone' 0
1134400 'tone' 0
1134450 'tone' 0
1134500 'tone' 0
1138000 'tone' 0
1138050 'tone' 0
1138100 'tone' 0
1138150 'tone' 0
1138200 'tone' 0
1138250 'tone' 0
1138300 'tone' 0
1138350 'tone' 0
1138400 'tone' 0
1138450 'tone' 0
1138500 'tone' 0
1142000 'tone' 0
1142050 'tone' 0
1142100 'tone' 0
1142150 'tone' 0
1142200 'tone' 0
1142250 'tone' 0
1142300 'tone' 0
1142350 'tone' 0
1142400 'tone' 0
1142450 'tone' 0
1142500 'tone' 0
1146000 'tone' 0
1146050 'tone' 0
1146100 'tone' 0
1146150 'tone' 0
1146200 'tone' 0
1146250 'tone' 0
1146300 'tone' 0
1146350 'tone' 0
1146400 'tone' 0
1146450 'tone' 0
1146500 'tone' 0
1150000 'tone' 0
1150050 'tone' 0
1150100 'tone' 0
1150150 'tone' 0
1150200 'tone' 0
1150250 'tone' 0
1150300 'tone' 0
1150350 'tone' 0
1150400 'tone' 0
1150450 'tone' 0
1150500 'tone' 0
1154000 'tone' 0
1154050 'tone' 0
1154100 'tone' 0
1154150 'tone' 0
1154200 'tone' 0
1154250 'tone' 0
1154300 'tone' 0
1154350 'tone' 0
1154400 'tone' 0
1154450 'tone' 0
1154500 'tone' 0
1158000 'tone' 0
1158050 'tone' 0
1158100 'tone' 0
1158150 'tone' 0
1158200 'tone' 0
1158250 'tone' 0
1158300 'tone' 0
1158350 'tone' 0
1158400 'tone' 0
1158450 'tone' 0
1158500 'tone' 0
